threshold,tp,fp,fn,tn,precision,recall,f1,fn_loss,fp_loss,total_cost,savings
0.3786892230576441,3207,13654,857,100390,0.1902022418599134,0.7891240157480315,0.30652329749103946,11720175.225,47802150.852,59522326.077,-1581907.5169999972
0.3811904761904762,3202,13545,862,100499,0.1911984235982564,0.7878937007874016,0.30772187785305843,11847860.975,47391797.85300001,59239658.82800001,-1299240.2680000067
0.38369172932330825,3199,13412,865,100632,0.19258322798145808,0.7871555118110236,0.3094558645707376,11916399.379999999,46943548.153000005,58859947.53300001,-919528.9730000049
0.38619298245614037,3194,13282,870,100762,0.1938577324593348,0.7859251968503937,0.31100292112950345,11949159.51,46567699.287,58516858.797,-576440.236999996
0.3886942355889724,3187,13138,877,100906,0.19522205206738133,0.7842027559055118,0.31261954975722206,12005059.370000001,46078775.526,58083834.896,-143416.33599999547
0.3911954887218045,3181,12996,883,101048,0.19663720096433207,0.7827263779527559,0.3143125339657131,12049802.04,45663714.743,57713516.783,226901.77700000256
0.3936967418546366,3173,12845,891,101199,0.1980896491447122,0.780757874015748,0.316004382033662,12161416.940000001,45117987.08500001,57279404.025000006,661014.5349999964
0.39619799498746866,3168,12727,896,101317,0.19930795847750865,0.7795275590551181,0.3174507740868781,12238061.635000002,44710284.695999995,56948346.331,992072.2290000021
0.3986992481203007,3162,12608,902,101436,0.20050729232720355,0.7780511811023622,0.318846425330241,12286609.84,44357079.47,56643689.31,1296729.25
0.40120050125313284,3157,12474,907,101570,0.2019704433497537,0.7768208661417323,0.3205889819751206,12350163.09,43906741.005,56256904.095,1683514.4650000036
0.4037017543859649,3153,12363,911,101681,0.20320959010054138,0.7758366141732284,0.32206332992849845,12377014.865,43588069.651,55965084.516,1975334.0439999998
0.40620300751879695,3144,12239,920,101805,0.2043814600533056,0.7736220472440944,0.32334036098112817,12484924.704999998,43179803.964,55664728.669,2275689.8910000026
0.40870426065162907,3140,12126,924,101918,0.20568583780951133,0.7726377952755905,0.3248836006207967,12535847.375,42829162.29,55365009.665,2575408.8950000033
0.41120551378446113,3133,12007,931,102037,0.20693527080581242,0.7709153543307087,0.3262861903770048,12675524.085,42548433.14700001,55223957.23200001,2716461.327999994
0.41370676691729324,3127,11898,937,102146,0.20811980033277871,0.7694389763779528,0.3276232385143277,12903097.844999999,42233561.77000001,55136659.61500001,2803758.944999993
0.4162080200501253,3116,11783,948,102261,0.20914155312437077,0.7667322834645669,0.32863998312503295,13072611.274999999,41948901.464,55021512.739,2918905.8210000023
0.41870927318295736,3113,11658,951,102386,0.21075079547762507,0.765994094488189,0.33055481815768517,13108387.024999999,41475763.462000005,54584150.487,3356268.072999999
0.4212105263157895,3106,11564,958,102480,0.21172460804362644,0.7642716535433071,0.3315896231450838,13174864.37,41155876.285,54330740.654999994,3609677.9050000086
0.42371177944862154,3102,11469,962,102575,0.21288861437101092,0.7632874015748031,0.33292192111617924,13206364.370000001,40883312.458,54089676.827999994,3850741.732000008
0.4262130325814536,3096,11339,968,102705,0.21447869760997576,0.7618110236220472,0.3347207957186875,13238920.675,40436397.336,53675318.01100001,4265100.548999995
